WID-BC-index (epithelial)	immune cell proportion	type
0.576927979601043	0.709140130187676	Breast cancer
0.119814601697284	0.510468471046134	Breast cancer
0.284117530882806	0.758457849046445	Breast cancer
0.658370542756807	0.801528630980863	Breast cancer
0.104891021986517	0.621696936688073	Breast cancer
0.0746595853550319	0.508644769077443	Breast cancer
0.516333919013416	0.859397804315848	Breast cancer
-0.463735566069205	0.331073162121511	Breast cancer
0.503542987831058	0.905008085176617	Breast cancer
0.660084490583028	0.877321047551981	Breast cancer
0.65580119042703	0.0917503934743297	Breast cancer
0.343930643908224	0.965830612781344	Breast cancer
0.180389406775165	0.176731890744715	Breast cancer
0.358947994449274	0.955243770855506	Breast cancer
0.587418360189713	0.816868567426134	Breast cancer
1.35771583981084	0.146291503557454	Breast cancer
0.444027410582248	0.887910395617495	Breast cancer
0.369371591374491	0.364031906525859	Breast cancer
0.539433424640432	0.101298013982943	Breast cancer
0.49409659804875	0.747916365603024	Breast cancer
0.547890112539488	0.829126724398139	Breast cancer
-0.331380614710865	0.172590091276271	Breast cancer
-0.624337361425788	0	Breast cancer
0.412394352663403	0.630142160440609	Breast cancer
0.134496271010311	0.0270167145253456	Breast cancer
0.0639032530019231	0.223901751619982	Breast cancer
-0.0794995785640825	0.530829199985023	Breast cancer
0.536225401688425	0.930164533563664	Breast cancer
0.627772235075086	0.356638901480717	Breast cancer
-0.184766341120649	0.411413453471446	Breast cancer
-0.0192086447593102	0.284793706482141	Breast cancer
0.398751194693046	0.842759985789898	Control
-0.870028518671979	0.171087763129129	Control
0.718993869806094	0.740280195214543	Control
0.512396578459512	0.764389664290557	Control
-0.808147823543424	0.0116472039002767	Control
0.262589897617497	0.396439571725659	Control
0.612221492709773	0.693002874761634	Control
0.118084669852692	0.276189726546185	Control
-0.918010349037125	0.207153258172182	Control
-0.346751068046518	0.429813887875932	Control
0.48090348274831	0.316485646036089	Control
0.548029873670607	0.782952748660713	Control
-0.0778504147764967	0.380639708598416	Control
-0.296985711671206	0.211549407561309	Control
-0.326010695778753	0.0434724121658983	Control
-0.28086138013657	0.320278618888269	Control
0.279403244036296	0.605372251975784	Control
0.605925300606806	0.861542543386296	Control
0.0279633203916436	0.378765650360322	Control
0.241855395636135	0.32489456291855	Control
0.300769809031046	0.409934572469189	Control
0.332917097308811	0.897438348602038	Control
-0.234238835828245	0.227626849831434	Control
-0.0466063965448597	0.0322922749775699	Control
0.305302534226312	0.671579422158687	Control
0.667656695153944	0.88341543877591	Control
0.314687018671602	0.781176930639323	Control
0.677187760473853	0.896065256684654	Control
-0.956238117406513	0	Control
-0.547789029009234	0.187470600365606	Control
0.00720569913329072	0.336784966004738	Control
0.647531516047026	0.557420856528205	Control
0.125002530957983	0.438661437071053	Control
0.507468274225831	0.718491257016994	Control
-0.821922972562277	0.230674411760649	Control
0.193295999607244	0.593084535529992	Control
0.137198727281362	0.607561760102329	Control
0.307322113823354	0.46851006658263	Control
-0.211468394708114	0.303258484280692	Control
-1.06206280095824	0.0380384665474442	Control
-0.260437033562127	0.291287110444853	Control
0.196318389455284	0.511629688809222	Control
-0.393057028574111	0.412557856961349	Control
0.430964879047524	0.688876694059585	Control
0.236125112353466	0.133327403044873	Control
-1.78311870077813	0.0225721567255146	Control
-0.109613018943239	0.49332077192101	Control
0.404001742504455	0.767342822151489	Control
0.272203305809073	0.527349590996378	Control
0.603104188636053	0.780887222238954	Control
-0.781748582743846	0.218480123660323	Control
0.208233908588258	0.298068417174764	Control
-1.78611143828552	0.0957575040048044	Control
-0.129576797781838	0	Control
-0.189098982026134	0.500191824241061	Control
0.0813388460801447	0.505559391544447	Control
-0.0677120338370396	0.265997075665284	Control
0.373108706690513	0.329343948535364	Control
-0.536420809595963	0.285806931499674	Control
0.501485614878374	0.621443517426179	Control
-0.549303665553731	0.386140111980881	Control
0.0395111940539327	0.401061698859773	Control
0.372903733517331	0.730862251719786	Control
-0.832785732604591	0.159752462169268	Control
-0.813018389434142	0.332070032917269	Control
0.411489602668124	0.869714081878026	Control
-0.313653833031785	0.39650661434143	Control
-0.324450782634839	0	Control
0.292947399438092	0.524463071788568	Control
0.38226489929031	0.399136377064087	Control
0.137415474153178	0.396706096938621	Control
0.431431939948759	0.873649249915559	Control
-0.0286574229567416	0.0189227286209378	Control
0.431956935109108	0.836446403407183	Control
-0.111024419414058	0.0649539197642253	Control
0.346393194879714	0.681801475444771	Control
0.115911437916184	0.258596532367172	Control
0.220471809015359	0.185229479594749	Control
0.601507386497988	0.823922139807978	Control
0.52266817402203	0.780870286767516	Control
0.329522030843139	0.481217036313079	Control
-0.0451593885031035	0.0650967115185468	Control
0.279427371447545	0.3727910118697	Control
-0.619909366719121	0.489700597782827	Control
-0.956343743538327	0.254718300514008	Control
-0.212855397361493	0.273090872937147	Control
0.433569940714385	0.317123068153718	Control
0.13114656597809	0.527872711312284	Control
-0.22694080149641	0.0618543208183548	Control
0.466097488049795	0.885492238963624	Control
0.376663696660495	0.635381113692984	Control
-0.303221264323897	0.327899541310496	Control
0.0548832343698066	0.588344341482295	Control
0.336087240084341	0.67592485189114	Control
0.502477766495537	0.557196259538899	Control
-1.05528690545832	0.0723247796813098	Control
-0.232913010826028	0.500492535023838	Control
0.84953560292686	0.609472423098043	Control
-0.737435597959214	0.293289896767329	Control
-0.0169522406654413	0.0523903348772586	Control
0.543396382847741	0.82857903242168	Control
-0.569757222425832	0.425737464620145	Control
-0.430608845216344	0.367705985319592	Control
0.426675841719275	0.591218745989829	Control
0.490086901514807	0.644994179307145	Control
0.280553486152336	0.704369573988269	Control
0.217543476942019	0.536477320872839	Control
-0.0256231213541313	0.229312451289003	Control
0.279366609162887	0.624839898681968	Control
-0.386947495123824	0.280532207880095	Control
-0.179170638253227	0.393420393934606	Control
0.45241553864025	0.930578867739542	Control
0.551967192411056	0.747302136017937	Control
0.609041383961958	0.806502318633003	Control
-0.0828877411870026	0.574548762500673	Control
0.49018576872766	0.0871633624916182	Control
0.539386946207042	0.542883912334965	Control
0.637943274259719	0.91532866126003	Control
0.668163954913371	0.660025154483864	Control
-0.952503397837922	0.252896123891394	Control
-0.984736341189531	0.00819679709128974	Control
0.453513862723275	0.697726509637593	Control
0.0950185360107682	0.442897028868669	Control
0.210327864754841	0.590370831145334	Control
0.614921402884684	0.647290649207027	Control
-0.199201484358077	0.349650101101191	Control
0.505942911180985	0.834684192395077	Control
0.472839547185552	0.812842892265052	Control
-0.349098318435817	0.0931851055044406	Control
0.337078249147813	0.771158775185656	Control
-0.0549722377702266	0.538624558006589	Control
0.520124653761612	0.801175435178861	Control
-0.365244104949191	0.306372397870587	Control
-0.0215061604507157	0.622972331348823	Control
0.21789948207879	0.571646054082061	Control
0.434492792034442	0.786952445457607	Control
0.627616197961238	0.73721637540657	Control
0.0224818724205478	0.461898675436326	Control
-0.0177604718119978	0.590135486942923	Control
0.100398881656097	0.655902672221621	Control
0.60595076445821	0.619923305291235	Control
0.827457591221956	0.589005370309697	Control
0.0553713053351841	0.225031881642743	Control
0.439225567260955	0.66970647831041	Control
0.199721261583566	0.616255478740708	Control
0.456815734879309	0.930384342320581	Control
0.6466153045827	0.723163823890773	Control
0.131761894716192	0.456219467731442	Control
0.261474447220621	0.204833609730284	Control
0.436046957273798	0.936397401039487	Control
-0.767553719420366	0.0201739345062094	Control
0.11746696177679	0.733952345572886	Control
-1.03229981452309	0.140597144557038	Control
0.346276712436409	0.816884825474407	Control
-0.108303851495603	0.519990934013848	Control
0.687210295829427	0.723226643474699	Control
0.559584266918789	0.710784584429395	Control
-0.372796889460912	0.506946792807666	Control
0.160889900476118	0.337649691856884	Control
-0.936225776789934	0.147107512449594	Control
-0.144873010907604	0.272419108226666	Control
0.587642716688176	0.909511085200214	Control
-0.279844633411757	0.49630724899088	Control
-0.600320964922066	0.331929468179373	Control
-0.245894257002823	0.289419486270964	Control
0.457834788833308	0.44085044704544	Control
-0.304437185156865	0.31586385759233	Control
0.107642168924871	0.360652999614754	Control
-0.277639089659302	0.362575772957703	Control
-0.168150959423798	0.608806332363727	Control
-0.653577091724074	0.255725002394333	Control
0.434745850135044	0.750458788668301	Control
-0.796912472386705	0.281052146333983	Control
0.316910593608867	0.904535291748073	Control
0.425929013646612	0.77722028806649	Control
-0.922439853140276	0.180430943190515	Control
0.12062286287474	0.588369486604332	Control
-0.668453152446258	0.133964571672774	Control
-0.632348562628609	0.326041427339468	Control
0.476319212460026	0.949226443959853	Control
0.398999997020562	0.844126675281769	Control
0.106768322126267	0.762621916218109	Control
0.124296337077133	0.70654778702096	Control
-0.211771476846064	0.565549524125522	Control
0.155448323527107	0.80307809717627	Control
0.225179758538676	0.477419997967582	Control
0.428357224429817	0.77079831702073	Control
-0.971395210316594	0.0621923326522515	Control
0.478646057944469	0.495010925984416	Control
-0.257811871263702	0.473569293479212	Control
-0.103390577954302	0.709436717965655	Control
-0.0658449586602372	0.46874610359385	Control
0.0945456372560421	0.181196483148904	Control
-0.609987645956263	0.173381990389864	Control
-0.266996322920203	0.0852030046196792	Control
0.399984117909447	0.799086418429137	Control
0.251471259784239	0.805155876902799	Control
0.176182394829562	0.610353531220508	Control
0.0123907580556549	0.464294721484174	Control
0.408647221932146	0.764959402214765	Control
0.348150480159073	0.0407798001874145	Control
0.0664240976945604	0.132189049613148	Control
-0.0596860058286012	0.521901998756314	Control
-0.334513405790048	0.189390198391365	Control
-1.09114308410472	0.0385379586091897	Control
-0.994783884582874	0.15035232719577	Control
0.336158635144122	0.876666699646005	Control
-0.36413760630523	0.155360004677683	Control
-0.113105400199129	0.393377508519078	Control
0.485186201778286	0.886402523604957	Control
-0.103563984982293	0.629004436046163	Control
-0.223505192975806	0.0501699227560971	Control
0.450691251380477	0.950222813381036	Control
0.447193892500599	0.677374049509858	Control
0.264166318926732	0.668661825737566	Control
-0.560193679807678	0.156173649325097	Control
0.393423907663584	0.772829566849181	Control
-0.40480762082578	0.230177759303786	Control
0.165733449569434	0.646247677075018	Control
0.47636368901907	0.865434735547675	Control
-0.149274761430632	0.572911006339433	Control
-0.513658705827978	0.343492657157669	Control
0.535873627518041	0.484781048788566	Control
0.0660828163288028	0.516644585339245	Control
0.501054005399549	0.736923390147798	Control
0.375245366431667	0.944544122730092	Control
0.452334603126543	0.932424306349746	Control
0.00524179573138495	0.00921308915146085	Control
0.211308027528088	0.67672846899489	Control
-0.303193186616174	0.255589687202144	Control
0.540393433093931	0.871553416748183	Control
-0.0242691338888446	0.372868086059919	Control
0.167950221068885	0.525899626406826	Control
-1.02791989930494	0.0342968700938431	Control
0.138256801915334	0.901633660242569	Control
0.232125119793802	0.745075296650324	Control
-0.629689211605227	0	Control
0.293578360601822	0.8043275529916	Control
-0.467858035589949	0.260786010247137	Control
0.613759262287324	0.773370819022962	Control
0.214872709949433	0.856818659147067	Control
-0.91604248470136	0.248664235467342	Control
0.353621942382166	0.600290647290561	Control
0.226396198851977	0.52431453152573	Control
-1.57129976622516	0	Control
0.242302987807318	0.546002984035494	Control
0.223545242603095	0.534784942059861	Control
0.48815190215827	0.753318228315786	Control
0.00218516858566087	0.53988140459456	Control
0.27684167614413	0.703345910411958	Control
0.214051039780922	0.411119297446361	Control
0.475158724638722	0.888181574709489	Control
0.108992965043022	0.260246354636142	Control
0.538294659011501	0.41868164942291	Control
0.32531270371943	0.898343538458531	Control
-0.696204626437575	0.226860018817375	Control
0.684133192299273	0.414824979048058	Control
0.0144748736733953	0.324531010541927	Control
0.526486240842687	0.615613638570206	Control
0.0925919930681585	0.590631986708662	Control
0.525615726102433	0.704848931127271	Control
0.541012793176916	0.874302560818139	Control
-0.309801995679172	0.253516522546293	Control
0.257505887672191	0.555326422736469	Control
0.0329808816374351	0.62260963010602	Control
-0.18244039744398	0.143927761451168	Control
0.329853343841954	0.917501732297038	Control
0.150407835036174	0.651716140778776	Control
-0.835196847476642	0.282192610585607	Control
0.0804892145095928	0.533174405033216	Control
0.443238516120651	0.630667726016757	Control
-0.184975167199869	0.449423728110566	Control
0.232672257834882	0.709191243412242	Control
-0.467853888058802	0.184698778876139	Control
0.287360845978589	0.747936528224618	Control
-0.355135748285298	0.400512996585361	Control
0.343119940021191	0.870732077641593	Control
-0.429608950463464	0	Control
0.0540441495166999	0.216997802878132	Control
0.547880414054713	0.794420129636785	Control
-0.268208320081544	0.500381229238428	Control
0.0879368152701558	0.517404882243066	Control
0.379007432374625	0.772070645938006	Control
-0.410758039340626	0.405298968287934	Control
0.366699124692996	0.81414760069914	Control
0.0681873143085607	0.446550004694329	Control
-0.495886616949602	0.279990657632621	Control
-0.187799352539245	0.545693065742293	Control
0.322054959802441	0.00253602964212153	Control
0.442115189025565	0.513469319398493	Control
-0.374237848150192	0.354714926916134	Control
0.426341166040284	0.240832431370059	Control
-0.234972225196325	0.0596437859807915	Control
-0.0313791227277387	0.647000925779079	Control
0.035132354598959	0.686351364685118	Control
-0.179700094559963	0.360822214806432	Control
0.478962515110322	0.698876799719422	Control
